Date,District,Warehouse_Name,Number_of_Guards,Police_Units
2023-10-08,Краснокотейский,Колбасовы,9,8
2023-10-08,Краснокотейский,Молочковы,6,5
2023-10-08,Краснокотейский,Мятновы,8,8
2023-10-08,Краснокотейский,Сметанинковы,4,4
2023-10-08,Мышесельский,Колбасовы,3,1
2023-10-08,Мышесельский,Молочковы,7,6
2023-10-08,Мышесельский,Мятновы,11,9
2023-10-08,Мышесельский,Сметанинковы,9,8
2023-10-08,Петрокотский,Колбасовы,2,1
2023-10-08,Петрокотский,Молочковы,5,4
2023-10-08,Петрокотский,Мятновы,5,4
2023-10-08,Петрокотский,Сметанинковы,9,7
2023-10-08,Приморский,Колбасовы,2,1
2023-10-08,Приморский,Молочковы,3,1
2023-10-08,Приморский,Мятновы,6,4
2023-10-08,Приморский,Сметанинковы,9,8
2023-10-08,Невский,Колбасовы,6,6
2023-10-08,Невский,Молочковы,3,1
2023-10-08,Невский,Мятновы,7,7
2023-10-08,Невский,Сметанинковы,3,2
2023-10-07,Мышеостровский,Колбасовы,2,2
2023-10-07,Мышеостровский,Молочковы,3,1
2023-10-07,Мышеостровский,Мятновы,8,8
2023-10-07,Мышеостровский,Сметанинковы,4,2
2023-10-07,Краснокотейский,Колбасовы,11,9
2023-10-07,Краснокотейский,Молочковы,3,3
2023-10-07,Краснокотейский,Мятновы,8,8
2023-10-07,Краснокотейский,Сметанинковы,3,1
2023-10-07,Мышесельский,Колбасовы,8,6
2023-10-07,Мышесельский,Молочковы,8,8
2023-10-07,Мышесельский,Мятновы,9,7
2023-10-07,Мышесельский,Сметанинковы,4,3
2023-10-07,Петрокотский,Колбасовы,4,4
2023-10-07,Петрокотский,Молочковы,4,2
2023-10-07,Петрокотский,Мятновы,7,5
2023-10-07,Петрокотский,Сметанинковы,10,8
2023-10-07,Приморский,Колбасовы,9,7
2023-10-07,Приморский,Молочковы,8,8
2023-10-07,Приморский,Мятновы,7,6
2023-10-07,Приморский,Сметанинковы,6,4
2023-10-07,Невский,Колбасовы,5,4
2023-10-07,Невский,Молочковы,2,1
2023-10-07,Невский,Мятновы,9,7
2023-10-07,Невский,Сметанинковы,5,3
2023-10-06,Мышеостровский,Колбасовы,7,5
2023-10-06,Мышеостровский,Молочковы,6,4
2023-10-06,Мышеостровский,Мятновы,5,3
2023-10-06,Мышеостровский,Сметанинковы,3,1
2023-10-06,Краснокотейский,Колбасовы,11,9
2023-10-06,Краснокотейский,Молочковы,9,8
2023-10-06,Краснокотейский,Мятновы,6,6
2023-10-06,Краснокотейский,Сметанинковы,7,7
2023-10-06,Мышесельский,Колбасовы,3,2
2023-10-06,Мышесельский,Молочковы,4,2
2023-10-06,Мышесельский,Мятновы,8,7
2023-10-06,Мышесельский,Сметанинковы,9,7
2023-10-06,Петрокотский,Колбасовы,3,1
2023-10-06,Петрокотский,Молочковы,7,7
2023-10-06,Петрокотский,Мятновы,9,7
2023-10-06,Петрокотский,Сметанинковы,8,6
2023-10-06,Приморский,Колбасовы,2,2
2023-10-06,Приморский,Молочковы,6,4
2023-10-06,Приморский,Мятновы,4,2
2023-10-06,Приморский,Сметанинковы,6,4
2023-10-06,Невский,Колбасовы,5,5
2023-10-06,Невский,Молочковы,10,9
2023-10-06,Невский,Мятновы,3,1
2023-10-06,Невский,Сметанинковы,4,4
2023-10-05,Мышеостровский,Колбасовы,4,2
2023-10-05,Мышеостровский,Молочковы,5,4
2023-10-05,Мышеостровский,Мятновы,8,8
2023-10-05,Мышеостровский,Сметанинковы,2,2
2023-10-05,Краснокотейский,Колбасовы,7,7
2023-10-05,Краснокотейский,Молочковы,4,3
2023-10-05,Краснокотейский,Мятновы,8,7
2023-10-05,Краснокотейский,Сметанинковы,8,7
2023-10-05,Мышесельский,Колбасовы,9,8
2023-10-05,Мышесельский,Молочковы,6,4
2023-10-05,Мышесельский,Мятновы,4,4
2023-10-05,Мышесельский,Сметанинковы,4,3
2023-10-05,Петрокотский,Колбасовы,8,8
2023-10-05,Петрокотский,Молочковы,3,1
2023-10-05,Петрокотский,Мятновы,4,3
2023-10-05,Петрокотский,Сметанинковы,6,5
2023-10-05,Приморский,Колбасовы,6,5
2023-10-05,Приморский,Молочковы,6,5
2023-10-05,Приморский,Мятновы,8,8
2023-10-05,Приморский,Сметанинковы,7,7
2023-10-05,Невский,Колбасовы,11,9
2023-10-05,Невский,Молочковы,4,2
2023-10-05,Невский,Мятновы,11,9
2023-10-05,Невский,Сметанинковы,3,1
2023-10-04,Мышеостровский,Колбасовы,4,4
2023-10-04,Мышеостровский,Молочковы,6,6
2023-10-04,Мышеостровский,Мятновы,3,2
2023-10-04,Мышеостровский,Сметанинковы,4,3
2023-10-04,Краснокотейский,Колбасовы,6,6
2023-10-04,Краснокотейский,Молочковы,8,6
2023-10-04,Краснокотейский,Мятновы,6,6
2023-10-04,Краснокотейский,Сметанинковы,7,5
2023-10-04,Мышесельский,Колбасовы,3,3
2023-10-04,Мышесельский,Молочковы,9,8
2023-10-04,Мышесельский,Мятновы,7,6
2023-10-04,Мышесельский,Сметанинковы,5,5
2023-10-04,Петрокотский,Колбасовы,9,9
2023-10-04,Петрокотский,Молочковы,4,2
2023-10-04,Петрокотский,Мятновы,7,5
2023-10-04,Петрокотский,Сметанинковы,5,5
2023-10-04,Приморский,Колбасовы,2,2
2023-10-04,Приморский,Молочковы,3,2
2023-10-04,Приморский,Мятновы,8,8
2023-10-04,Приморский,Сметанинковы,4,3
2023-10-04,Невский,Колбасовы,8,6
2023-10-04,Невский,Молочковы,4,2
2023-10-04,Невский,Мятновы,7,6
2023-10-04,Невский,Сметанинковы,10,8
2023-10-03,Мышеостровский,Колбасовы,7,5
2023-10-03,Мышеостровский,Молочковы,3,1
2023-10-03,Мышеостровский,Мятновы,5,4
2023-10-03,Мышеостровский,Сметанинковы,1,1
2023-10-03,Краснокотейский,Колбасовы,3,3
2023-10-03,Краснокотейский,Молочковы,6,4
2023-10-03,Краснокотейский,Мятновы,9,8
2023-10-03,Краснокотейский,Сметанинковы,4,2
2023-10-03,Мышесельский,Колбасовы,5,5
2023-10-03,Мышесельский,Молочковы,4,2
2023-10-03,Мышесельский,Мятновы,4,4
2023-10-03,Мышесельский,Сметанинковы,9,8
2023-10-03,Петрокотский,Колбасовы,7,6
2023-10-03,Петрокотский,Молочковы,10,9
2023-10-03,Петрокотский,Мятновы,3,3
2023-10-03,Петрокотский,Сметанинковы,8,8
2023-10-03,Приморский,Колбасовы,1,1
2023-10-03,Приморский,Молочковы,5,3
2023-10-03,Приморский,Мятновы,5,4
2023-10-03,Приморский,Сметанинковы,6,4
2023-10-03,Невский,Колбасовы,11,9
2023-10-03,Невский,Молочковы,3,2
2023-10-03,Невский,Мятновы,8,6
2023-10-03,Невский,Сметанинковы,10,8
2023-10-02,Мышеостровский,Колбасовы,8,8
2023-10-02,Мышеостровский,Молочковы,8,6
2023-10-02,Мышеостровский,Мятновы,6,4
2023-10-02,Мышеостровский,Сметанинковы,7,7
2023-10-02,Краснокотейский,Колбасовы,7,6
2023-10-02,Краснокотейский,Молочковы,6,4
2023-10-02,Краснокотейский,Мятновы,2,2
2023-10-02,Краснокотейский,Сметанинковы,9,7
2023-10-02,Мышесельский,Колбасовы,6,4
2023-10-02,Мышесельский,Молочковы,6,4
2023-10-02,Мышесельский,Мятновы,7,7
2023-10-02,Мышесельский,Сметанинковы,5,5
2023-10-02,Петрокотский,Колбасовы,4,3
2023-10-02,Петрокотский,Молочковы,11,9
2023-10-02,Петрокотский,Мятновы,10,9
2023-10-02,Петрокотский,Сметанинковы,4,2
2023-10-02,Приморский,Колбасовы,9,8
2023-10-02,Приморский,Молочковы,9,8
2023-10-02,Приморский,Мятновы,3,1
2023-10-02,Приморский,Сметанинковы,10,8
2023-10-02,Невский,Колбасовы,8,6
2023-10-02,Невский,Молочковы,8,6
2023-10-02,Невский,Мятновы,6,6
2023-10-02,Невский,Сметанинковы,2,1
2023-10-01,Мышеостровский,Колбасовы,10,8
2023-10-01,Мышеостровский,Молочковы,7,7
2023-10-01,Мышеостровский,Мятновы,1,1
2023-10-01,Мышеостровский,Сметанинковы,8,8
2023-10-01,Краснокотейский,Колбасовы,6,6
2023-10-01,Краснокотейский,Молочковы,4,2
2023-10-01,Краснокотейский,Мятновы,4,4
2023-10-01,Краснокотейский,Сметанинковы,6,4
2023-10-01,Мышесельский,Колбасовы,4,3
2023-10-01,Мышесельский,Молочковы,11,9
2023-10-01,Мышесельский,Мятновы,3,2
2023-10-01,Мышесельский,Сметанинковы,5,4
2023-10-01,Петрокотский,Колбасовы,8,7
2023-10-01,Петрокотский,Молочковы,8,7
2023-10-01,Петрокотский,Мятновы,2,1
2023-10-01,Петрокотский,Сметанинковы,3,3
2023-10-01,Приморский,Колбасовы,7,6
2023-10-01,Приморский,Молочковы,7,6
2023-10-01,Приморский,Мятновы,6,4
2023-10-01,Приморский,Сметанинковы,8,7
2023-10-01,Невский,Колбасовы,2,1
2023-10-01,Невский,Молочковы,11,9
2023-10-01,Невский,Мятновы,3,3
2023-10-01,Невский,Сметанинковы,1,1
2023-09-30,Мышеостровский,Колбасовы,5,5
